good,dirty,wait,lastyear,usa
0,0,1.62,1,1
0,0,0.69,1,1
1,0,5.21,2,1
0,1,1.62,1,1
0,0,3.02,1,1
1,0,5.29,3,1
1,0,1.62,1,1
0,0,1.21,1,1
0,0,3.87,4,1
1,0,5.21,8,1
0,0,5.21,1,1
0,0,5.21,1,1
0,0,1.62,1,1
0,0,4.96,1,1
0,0,0.69,3,1
1,0,1.59,5,1
1,0,1.59,3,1
1,1,0.54,3,1
1,0,5.12,2,1
1,0,5.31,1,1
1,0,5.12,2,1
0,2,1.11,2,1
0,3,4.31,23,1
0,0,0.61,1,1
1,0,0.52,1,1
0,0,3.72,2,1
1,0,1.62,1,1
1,0,0.69,1,1
0,0,0.52,1,1
1,0,1.62,1,1
0,0,0.94,2,1
1,0,1.21,1,1
1,0,2.06,1,1
1,0,1.62,3,1
0,0,0.69,1,1
0,0,2.06,1,1
1,1,0.36,4,1
1,0,0.69,6,1
1,0,1.29,2,1
0,0,0.61,2,1
0,0,5.04,1,1
1,0,5.04,9,1
1,0,5.29,2,1
1,0,0.52,2,1
1,0,0.44,2,1
0,0,0.44,2,1
0,0,5.29,2,1
1,0,4.31,5,1
1,0,1.02,1,1
0,0,5.04,4,1
0,0,5.04,3,1
1,0,1.29,1,1
0,0,0.77,1,1
0,0,0.77,2,1
1,0,0.77,1,1
1,0,0.61,3,1
0,0,1.36,1,0
0,0,1.62,2,0
0,1,2.06,22,0
1,0,2.06,5,0
0,0,2.06,2,0
1,0,1.62,6,0
0,0,2.27,1,0
1,0,1.51,2,0
0,0,2.27,1,0
1,0,1.62,1,0
1,0,1.42,1,0
1,0,1.62,4,0
0,0,1.21,1,0
0,0,1.62,2,0
1,0,1.62,2,0
1,0,1.21,1,0
1,0,1.21,3,0
1,0,1.62,1,0
0,0,1.36,1,0
0,0,1.21,1,0
1,0,0.69,3,0
1,0,1.21,1,0
0,0,1.62,6,0
1,0,2.14,1,0
1,0,2.14,1,0
0,0,2.14,19,0
1,0,1.29,1,0
1,0,1.69,1,0
0,0,1.69,1,0
0,0,1.69,1,0
0,0,0.52,1,0
1,0,2.14,1,0
0,0,2.14,1,0
1,0,2.59,2,0
1,0,0.52,1,1
1,0,0.52,3,1
1,0,1.51,2,1
1,0,5.04,22,1
0,0,1.02,1,1
1,0,0.77,3,1
1,0,0.69,1,1
1,0,1.02,2,1
1,0,0.44,2,1
1,0,5.04,1,1
1,0,1.51,2,1
1,0,0.77,2,1
1,0,5.29,8,1
1,0,5.04,1,1
0,0,5.04,2,1
0,0,5.04,3,1
1,0,5.04,10,1
1,0,1.02,5,1
1,1,1.02,1,1
1,0,0.52,1,1
0,0,5.04,9,1
1,2,2.66,1,1
1,0,0.52,1,1
1,0,3.04,1,0
1,0,2.51,2,0
1,0,1.69,2,0
1,0,3.04,1,0
1,0,2.66,1,0
0,0,1.69,1,0
1,0,2.14,2,0
0,0,2.14,1,0
1,0,1.69,1,0
0,0,2.66,1,0
0,0,1.69,4,0
1,0,2.51,2,0
0,0,4.11,1,0
1,0,2.51,2,0
0,0,2.66,1,0
1,0,2.51,4,0
1,0,1.69,1,0
0,0,2.51,2,0
1,0,4.04,1,0
1,0,3.39,1,0
0,0,2.51,1,0
1,0,1.69,2,0
0,1,1.11,2,1
1,0,1.11,4,1
1,0,0.94,67,1
0,0,1.11,1,1
0,0,1.59,1,1
1,0,1.11,6,1
0,0,1.59,2,1
1,0,0.61,1,1
1,0,5.29,9,1
0,0,0.36,3,1
1,0,0.44,1,1
0,1,5.12,3,1
0,0,0.61,5,1
1,0,5.29,1,1
0,0,5.12,1,1
1,1,5.29,4,1
0,0,2.41,1,1
0,2,0.86,1,1
0,0,5.12,7,1
1,0,1.11,2,1
0,1,4.31,1,1
0,1,4.31,1,1
0,1,0.61,1,1
